,0,1,2,3,4,5
0,1.1893686374652992,1.1029353340968688,"['online', 10, 0.01, 0, 0.2]",random,sigmoid,106
1,1.2024750679384566,1.088421744130699,"['online', 10, 0.01, 0, 0]",random,sigmoid,106
2,1.2363873421560592,1.2357260752820778,"['online', 10, 0.01, 0, 0.8]",random,sigmoid,106
3,1.2683625160721475,1.0799065068022657,"['online', 10, 0.01, 0, 0.6]",random,sigmoid,108
4,1.2831284378310044,1.3863762526419114,"['online', 10, 0.01, 0, 0.9]",random,sigmoid,106
5,1.3452207860339624,1.1193543758401605,"['online', 10, 0.01, 0, 0.4]",random,sigmoid,102
6,3.4261236606212817,8.17031111526945,"['online', 10, 0.01, 0.001, 0.2]",random,sigmoid,102
7,3.5696042693030816,8.393694646244361,"['online', 10, 0.01, 0.001, 0.4]",random,sigmoid,102
8,3.5893270750673554,10.784316922339626,"['online', 10, 0.01, 0.001, 0.8]",random,sigmoid,102
9,3.945609359318598,8.276297667126117,"['online', 10, 0.01, 0.001, 0]",random,sigmoid,101
10,4.080920125248659,9.107125497777488,"['online', 10, 0.01, 0.001, 0.6]",random,sigmoid,101
11,4.457203083207062,16.667981537680312,"['online', 10, 0.01, 0.001, 0.9]",random,sigmoid,103
12,7.39866474336549,49.522520879627386,"['online', 10, 0.01, 0.01, 0.9]",random,sigmoid,101
13,7.665490312561701,37.2588860975238,"['online', 10, 0.01, 0.01, 0]",random,sigmoid,103
14,7.671912890033979,39.21600979199842,"['online', 10, 0.01, 0.01, 0.6]",random,sigmoid,103
15,8.130820009436553,44.18890068430549,"['online', 10, 0.01, 0.01, 0.8]",random,sigmoid,101
16,8.271975943212604,37.75516783931903,"['online', 10, 0.01, 0.01, 0.2]",random,sigmoid,102
17,8.478191965741946,38.46983370976248,"['online', 10, 0.01, 0.01, 0.4]",random,sigmoid,102
18,14.333287366005296,157.39354910840296,"['online', 10, 0.01, 0.1, 0]",random,sigmoid,101
19,14.85377267356376,158.64039585216813,"['online', 10, 0.01, 0.1, 0.8]",random,sigmoid,101
20,15.501093349872017,157.12354392793372,"['online', 10, 0.01, 0.1, 0.6]",random,sigmoid,101
21,16.500707810229763,156.60806596906616,"['online', 10, 0.01, 0.1, 0.4]",random,sigmoid,103
22,17.185572589806487,157.56288884921804,"['online', 10, 0.01, 0.1, 0.2]",random,sigmoid,101
23,18.34633450817997,215.49952843992583,"['online', 10, 0.01, 1, 0.8]",random,sigmoid,101
24,18.951332638162324,160.62603780987382,"['online', 10, 0.01, 0.1, 0.9]",random,sigmoid,103
25,19.27045080777029,215.28106825427375,"['online', 10, 0.01, 1, 0.2]",random,sigmoid,102
26,19.3458679121687,215.4110835235791,"['online', 10, 0.01, 1, 0.6]",random,sigmoid,101
27,19.613582246836966,215.07228587132474,"['online', 10, 0.01, 1, 0.9]",random,sigmoid,101
28,19.618097847888905,215.42839017775015,"['online', 10, 0.01, 1, 0.4]",random,sigmoid,101
29,4.866314286501835e+143,2.703729363432496e+285,"['online', 10, 0.01, 1, 0]",random,sigmoid,11
